hour,day_of_week,weather_score,event_impact,historical_avg,traffic_level
22,1,1.0,0.0,0.698,0.761
22,1,1.0,0.0,0.558,0.562
22,1,0.7,0.0,0.338,0.3
22,1,1.0,0.0,0.695,0.78
22,1,0.7,0.0,0.272,0.233
22,1,1.0,0.0,0.894,1.0
23,1,1.0,0.0,0.684,0.098
23,1,1.0,0.0,0.528,0.032
23,1,1.0,0.0,0.368,0.108
23,1,1.0,0.4,0.707,0.524
23,1,0.7,0.0,0.264,0.048
23,1,0.7,0.0,0.868,0.059
0,2,1.0,0.0,0.687,0.035
0,2,1.0,0.0,0.539,0.153
0,2,1.0,0.0,0.35,0.066
0,2,1.0,0.0,0.694,0.148
0,2,1.0,0.0,0.266,0.0
0,2,1.0,0.0,0.927,0.147
1,2,1.0,0.0,0.687,0.14
1,2,1.0,0.0,0.55,0.044
1,2,1.0,0.3,0.38,0.405
1,2,0.7,0.0,0.707,0.052
1,2,0.7,0.0,0.313,0.047
1,2,1.0,0.0,0.886,0.182
2,2,1.0,0.0,0.698,0.052
2,2,0.7,0.0,0.568,0.061
2,2,1.0,0.0,0.345,0.083
2,2,1.0,0.0,0.7,0.135
2,2,1.0,0.0,0.293,0.017
2,2,1.0,0.0,0.9,0.176
3,2,1.0,0.0,0.707,0.231
3,2,1.0,0.0,0.525,0.071
3,2,1.0,0.0,0.372,0.016
3,2,1.0,0.0,0.69,0.179
3,2,0.7,0.0,0.303,0.014
3,2,1.0,0.0,0.867,0.198
4,2,0.7,0.3,0.695,0.385
4,2,1.0,0.0,0.538,0.141
4,2,0.7,0.0,0.315,0.086
4,2,0.7,0.0,0.681,0.034
4,2,0.7,0.3,0.267,0.402
4,2,0.7,0.0,0.881,0.12
5,2,1.0,0.0,0.69,0.192
5,2,1.0,0.0,0.525,0.092
5,2,0.7,0.0,0.354,0.015
5,2,1.0,0.3,0.712,0.409
5,2,1.0,0.0,0.3,0.062
5,2,0.7,0.0,0.89,0.041
6,2,1.0,0.0,0.675,0.873
6,2,0.7,0.0,0.574,0.411
6,2,1.0,0.0,0.371,0.414
6,2,1.0,0.0,0.652,0.803
6,2,1.0,0.0,0.324,0.387
6,2,1.0,0.0,0.886,1.0
7,2,1.0,0.0,0.709,1.0
7,2,1.0,0.0,0.563,0.912
7,2,1.0,0.0,0.368,0.583
7,2,1.0,0.0,0.681,1.0
7,2,1.0,0.0,0.253,0.517
7,2,0.7,0.0,0.899,1.0
8,2,1.0,0.0,0.673,1.0
8,2,1.0,0.0,0.533,1.0
8,2,1.0,0.0,0.376,0.763
8,2,1.0,0.0,0.694,1.0
8,2,1.0,0.0,0.255,0.573
8,2,1.0,0.0,0.912,1.0
9,2,1.0,0.3,0.69,1.0
9,2,0.7,0.0,0.548,0.628
9,2,1.0,0.0,0.387,0.594
9,2,1.0,0.0,0.7,1.0
9,2,1.0,0.0,0.283,0.54
9,2,1.0,0.0,0.894,1.0
10,2,1.0,0.0,0.691,0.864
10,2,0.7,0.0,0.561,0.498
10,2,1.0,0.0,0.38,0.427
10,2,1.0,0.0,0.718,0.927
10,2,1.0,0.0,0.268,0.387
10,2,0.7,0.0,0.875,0.769
11,2,0.7,0.0,0.741,0.572
11,2,1.0,0.0,0.581,0.737
11,2,1.0,0.0,0.355,0.414
11,2,0.7,0.0,0.703,0.623
11,2,1.0,0.0,0.265,0.346
11,2,0.7,0.0,0.856,0.726
12,2,0.7,0.0,0.71,0.719
12,2,0.7,0.0,0.558,0.542
12,2,1.0,0.0,0.383,0.523
12,2,1.0,0.0,0.693,0.923
12,2,1.0,0.0,0.269,0.324
12,2,0.7,0.0,0.892,1.0
13,2,1.0,0.0,0.692,1.0
13,2,0.7,0.0,0.535,0.556
13,2,1.0,0.0,0.375,0.459
13,2,1.0,0.0,0.715,1.0
13,2,1.0,0.0,0.29,0.373
13,2,1.0,0.0,0.895,1.0
14,2,1.0,0.0,0.666,0.924
14,2,0.7,0.0,0.564,0.522
14,2,1.0,0.0,0.364,0.524
14,2,1.0,0.0,0.717,1.0
14,2,1.0,0.0,0.282,0.425
14,2,1.0,0.0,0.834,1.0
15,2,1.0,0.0,0.686,0.881
15,2,0.7,0.0,0.523,0.443
15,2,1.0,0.0,0.395,0.416
15,2,1.0,0.0,0.707,0.895
15,2,0.7,0.0,0.305,0.236
15,2,1.0,0.0,0.875,1.0
16,2,1.0,0.0,0.713,0.899
16,2,1.0,0.0,0.543,0.591
16,2,1.0,0.0,0.365,0.487
16,2,0.7,0.0,0.714,0.563
16,2,1.0,0.0,0.271,0.341
16,2,1.0,0.0,0.899,1.0
17,2,1.0,0.0,0.672,1.0
17,2,1.0,0.0,0.547,0.928
17,2,1.0,0.0,0.393,0.606
17,2,0.7,0.0,0.677,0.785
17,2,1.0,0.0,0.288,0.468
17,2,1.0,0.0,0.886,1.0
18,2,1.0,0.0,0.701,1.0
18,2,1.0,0.0,0.531,1.0
18,2,0.7,0.0,0.39,0.569
18,2,1.0,0.0,0.723,1.0
18,2,1.0,0.0,0.319,0.606
18,2,1.0,0.0,0.824,1.0
19,2,1.0,0.0,0.71,1.0
19,2,0.7,0.0,0.513,0.623
19,2,1.0,0.0,0.392,0.657
19,2,1.0,0.0,0.728,1.0
19,2,0.7,0.0,0.286,0.409
19,2,1.0,0.0,0.892,1.0
20,2,1.0,0.0,0.679,0.884
20,2,1.0,0.0,0.54,0.688
20,2,0.7,0.4,0.359,0.768
20,2,1.0,0.4,0.711,1.0
20,2,1.0,0.0,0.297,0.337
20,2,1.0,0.0,0.863,1.0
21,2,0.7,0.0,0.728,0.668
21,2,1.0,0.0,0.542,0.582
21,2,1.0,0.0,0.343,0.382
21,2,1.0,0.0,0.754,0.821
21,2,1.0,0.0,0.27,0.347
21,2,1.0,0.4,0.9,1.0
22,2,1.0,0.0,0.683,0.772
22,2,1.0,0.0,0.532,0.568
22,2,1.0,0.0,0.372,0.526
22,2,1.0,0.4,0.697,1.0
22,2,1.0,0.0,0.229,0.396
22,2,1.0,0.0,0.881,1.0
23,2,1.0,0.0,0.719,0.185
23,2,0.7,0.0,0.566,0.138
23,2,1.0,0.0,0.374,0.0
23,2,1.0,0.0,0.702,0.062
23,2,1.0,0.0,0.294,0.0
23,2,1.0,0.0,0.884,0.196
0,3,1.0,0.0,0.69,0.214
0,3,1.0,0.0,0.52,0.055
0,3,1.0,0.0,0.367,0.051
0,3,1.0,0.0,0.7,0.165
0,3,1.0,0.0,0.292,0.0
0,3,1.0,0.0,0.862,0.155
1,3,1.0,0.0,0.703,0.079
1,3,1.0,0.0,0.593,0.065
1,3,1.0,0.0,0.375,0.069
1,3,0.7,0.0,0.705,0.019
1,3,1.0,0.0,0.27,0.065
1,3,1.0,0.0,0.849,0.192
2,3,1.0,0.0,0.686,0.203
2,3,1.0,0.0,0.546,0.005
2,3,1.0,0.0,0.367,0.223
2,3,0.7,0.0,0.689,0.138
2,3,0.7,0.0,0.245,0.0
2,3,1.0,0.0,0.896,0.208
3,3,1.0,0.0,0.708,0.17
3,3,1.0,0.0,0.515,0.153
3,3,1.0,0.0,0.409,0.165
3,3,1.0,0.0,0.733,0.08
3,3,1.0,0.0,0.297,0.0
3,3,1.0,0.0,0.898,0.081
4,3,1.0,0.0,0.685,0.081
4,3,1.0,0.0,0.551,0.094
4,3,1.0,0.0,0.383,0.02
4,3,0.7,0.0,0.676,0.152
4,3,1.0,0.0,0.303,0.057
4,3,1.0,0.0,0.883,0.158
5,3,1.0,0.0,0.687,0.0
5,3,1.0,0.0,0.541,0.175
5,3,1.0,0.0,0.36,0.028
5,3,0.7,0.0,0.704,0.077
5,3,1.0,0.0,0.268,0.143
5,3,1.0,0.0,0.888,0.129
6,3,1.0,0.0,0.682,0.751
6,3,1.0,0.0,0.543,0.636
6,3,0.7,0.0,0.35,0.307
6,3,1.0,0.0,0.692,0.893
6,3,1.0,0.0,0.289,0.33
6,3,1.0,0.0,0.926,1.0
7,3,1.0,0.0,0.707,1.0
7,3,0.7,0.0,0.578,0.597
7,3,1.0,0.0,0.374,0.641
7,3,1.0,0.0,0.673,1.0
7,3,0.7,0.0,0.228,0.313
7,3,0.7,0.0,0.89,1.0
8,3,0.7,0.0,0.703,0.984
8,3,1.0,0.0,0.575,1.0
8,3,0.7,0.0,0.335,0.524
8,3,1.0,0.0,0.674,1.0
8,3,1.0,0.0,0.333,0.594
8,3,1.0,0.0,0.896,1.0
9,3,0.7,0.0,0.736,0.943
9,3,1.0,0.0,0.526,0.883
9,3,1.0,0.0,0.381,0.601
9,3,0.7,0.0,0.701,0.799
9,3,1.0,0.0,0.28,0.459
9,3,1.0,0.0,0.872,1.0
10,3,0.7,0.0,0.713,0.594
10,3,1.0,0.0,0.593,0.635
10,3,1.0,0.0,0.363,0.457
10,3,0.7,0.0,0.655,0.611
10,3,1.0,0.0,0.304,0.361
10,3,1.0,0.0,0.873,1.0
11,3,1.0,0.0,0.707,0.865
11,3,1.0,0.0,0.518,0.649
11,3,1.0,0.0,0.358,0.471
11,3,0.7,0.0,0.718,0.647
11,3,0.7,0.0,0.297,0.199
11,3,1.0,0.0,0.897,1.0
12,3,1.0,0.0,0.701,0.922
12,3,1.0,0.6,0.555,1.0
12,3,1.0,0.0,0.358,0.499
12,3,1.0,0.0,0.705,0.998
12,3,1.0,0.0,0.31,0.387
12,3,0.7,0.0,0.922,0.839
13,3,0.7,0.0,0.712,0.687
13,3,1.0,0.3,0.554,1.0
13,3,0.7,0.0,0.358,0.383
13,3,0.7,0.0,0.692,0.768
13,3,1.0,0.0,0.297,0.397
13,3,1.0,0.0,0.86,1.0
14,3,1.0,0.0,0.718,1.0
14,3,0.7,0.0,0.522,0.582
14,3,0.7,0.0,0.368,0.317
14,3,1.0,0.0,0.715,1.0
14,3,1.0,0.0,0.29,0.391
14,3,1.0,0.0,0.875,1.0
15,3,1.0,0.0,0.708,0.875
15,3,0.7,0.0,0.583,0.501
15,3,0.7,0.0,0.386,0.341
15,3,1.0,0.0,0.705,0.842
15,3,1.0,0.0,0.298,0.293
15,3,1.0,0.0,0.86,1.0
16,3,1.0,0.0,0.693,0.964
16,3,1.0,0.0,0.547,0.703
16,3,1.0,0.0,0.391,0.438
16,3,1.0,0.0,0.713,0.918
16,3,1.0,0.0,0.273,0.485
16,3,0.7,0.0,0.884,0.74
17,3,1.0,0.0,0.689,1.0
17,3,1.0,0.0,0.519,0.987
17,3,1.0,0.0,0.388,0.67
17,3,1.0,0.0,0.7,1.0
17,3,0.7,0.0,0.291,0.273
17,3,1.0,0.0,0.885,1.0
18,3,0.7,0.0,0.707,1.0
18,3,0.7,0.0,0.56,0.838
18,3,1.0,0.0,0.352,0.753
18,3,0.7,0.0,0.734,1.0
18,3,1.0,0.0,0.301,0.569
18,3,1.0,0.0,0.868,1.0
19,3,1.0,0.0,0.711,1.0
19,3,0.7,0.0,0.553,0.746
19,3,1.0,0.0,0.381,0.657
19,3,1.0,0.0,0.653,1.0
19,3,1.0,0.0,0.291,0.451
19,3,1.0,0.0,0.893,1.0
20,3,0.7,0.0,0.695,0.593
20,3,0.7,0.0,0.562,0.429
20,3,1.0,0.0,0.358,0.422
20,3,1.0,0.0,0.703,0.85
20,3,1.0,0.0,0.278,0.385
20,3,1.0,0.0,0.894,1.0
21,3,1.0,0.3,0.715,1.0
21,3,1.0,0.0,0.525,0.638
21,3,1.0,0.0,0.38,0.432
21,3,1.0,0.0,0.7,0.768
21,3,0.7,0.0,0.332,0.288
21,3,0.7,0.0,0.866,0.76
22,3,1.0,0.0,0.699,0.869
22,3,1.0,0.0,0.558,0.595
22,3,1.0,0.0,0.327,0.363
22,3,1.0,0.0,0.699,0.856
22,3,1.0,0.0,0.285,0.384
22,3,1.0,0.0,0.899,0.919
23,3,0.7,0.0,0.679,0.084
23,3,1.0,0.0,0.54,0.113
23,3,1.0,0.0,0.381,0.024
23,3,1.0,0.0,0.7,0.125
23,3,1.0,0.0,0.264,0.029
23,3,0.7,0.0,0.926,0.052
0,4,0.7,0.0,0.696,0.057
0,4,1.0,0.0,0.548,0.08
0,4,0.7,0.0,0.367,0.0
0,4,0.7,0.0,0.723,0.024
0,4,0.7,0.0,0.288,0.068
0,4,1.0,0.0,0.871,0.191
1,4,1.0,0.0,0.711,0.087
1,4,0.7,0.0,0.536,0.08
1,4,1.0,0.0,0.341,0.0
1,4,1.0,0.0,0.692,0.081
1,4,0.7,0.0,0.244,0.038
1,4,0.7,0.0,0.851,0.098
2,4,1.0,0.0,0.684,0.093
2,4,0.7,0.0,0.529,0.019
2,4,1.0,0.0,0.353,0.002
2,4,1.0,0.0,0.672,0.101
2,4,1.0,0.0,0.286,0.013
2,4,1.0,0.0,0.873,0.075
3,4,1.0,0.0,0.689,0.076
3,4,0.7,0.0,0.522,0.003
3,4,1.0,0.0,0.351,0.051
3,4,1.0,0.0,0.761,0.099
3,4,1.0,0.3,0.29,0.439
3,4,1.0,0.0,0.889,0.225
4,4,1.0,0.0,0.685,0.204
4,4,1.0,0.0,0.556,0.177
4,4,1.0,0.3,0.334,0.363
4,4,1.0,0.0,0.673,0.094
4,4,1.0,0.0,0.295,0.031
4,4,1.0,0.0,0.875,0.169
5,4,0.7,0.0,0.72,0.0
5,4,1.0,0.0,0.517,0.178
5,4,0.7,0.0,0.374,0.17
5,4,1.0,0.0,0.701,0.118
5,4,0.7,0.0,0.292,0.006
5,4,0.7,0.0,0.885,0.078
6,4,0.7,0.0,0.709,0.526
6,4,0.7,0.0,0.549,0.521
6,4,1.0,0.0,0.396,0.404
6,4,1.0,0.0,0.7,0.923
6,4,1.0,0.0,0.31,0.32
6,4,1.0,0.0,0.872,1.0
7,4,1.0,0.0,0.712,1.0
7,4,0.7,0.0,0.518,0.598
7,4,1.0,0.0,0.382,0.595
7,4,1.0,0.0,0.673,1.0
7,4,1.0,0.0,0.284,0.407
7,4,1.0,0.0,0.902,1.0
8,4,1.0,0.0,0.713,1.0
8,4,1.0,0.0,0.532,1.0
8,4,1.0,0.0,0.359,0.789
8,4,1.0,0.0,0.693,1.0
8,4,1.0,0.0,0.332,0.505
8,4,1.0,0.0,0.874,1.0
9,4,0.7,0.0,0.729,0.873
9,4,1.0,0.0,0.548,0.904
9,4,1.0,0.0,0.379,0.64
9,4,0.7,0.0,0.708,0.808
9,4,1.0,0.0,0.286,0.339
9,4,1.0,0.0,0.901,1.0
10,4,1.0,0.0,0.722,0.843
10,4,1.0,0.0,0.538,0.776
10,4,1.0,0.0,0.397,0.35
10,4,1.0,0.0,0.667,0.844
10,4,0.7,0.0,0.292,0.237
10,4,0.7,0.0,0.897,0.793
11,4,0.7,0.0,0.727,0.739
11,4,1.0,0.0,0.554,0.854
11,4,0.7,0.0,0.351,0.46
11,4,1.0,0.0,0.69,1.0
11,4,1.0,0.0,0.284,0.48
11,4,1.0,0.0,0.86,1.0
12,4,1.0,0.0,0.666,1.0
12,4,1.0,0.0,0.516,0.971
12,4,1.0,0.0,0.37,0.64
12,4,0.7,0.0,0.679,0.901
12,4,1.0,0.0,0.262,0.45
12,4,1.0,0.3,0.899,1.0
13,4,1.0,0.0,0.705,1.0
13,4,0.7,0.3,0.545,1.0
13,4,0.7,0.0,0.349,0.413
13,4,1.0,0.3,0.718,1.0
13,4,1.0,0.0,0.253,0.459
13,4,0.7,0.0,0.883,1.0
14,4,0.7,0.0,0.709,0.862
14,4,0.7,0.0,0.523,0.638
14,4,1.0,0.0,0.364,0.672
14,4,0.7,0.0,0.657,0.802
14,4,1.0,0.0,0.288,0.561
14,4,1.0,0.0,0.908,1.0
15,4,1.0,0.0,0.719,0.815
15,4,0.7,0.0,0.514,0.508
15,4,1.0,0.0,0.38,0.423
15,4,1.0,0.0,0.734,0.828
15,4,1.0,0.0,0.293,0.372
15,4,1.0,0.0,0.898,1.0
16,4,0.7,0.0,0.684,0.658
16,4,0.7,0.0,0.56,0.445
16,4,1.0,0.0,0.374,0.446
16,4,0.7,0.0,0.691,0.694
16,4,0.7,0.0,0.299,0.26
16,4,1.0,0.0,0.864,1.0
17,4,0.7,0.0,0.695,0.881
17,4,1.0,0.0,0.518,0.907
17,4,1.0,0.0,0.385,0.622
17,4,1.0,0.0,0.701,1.0
17,4,1.0,0.0,0.313,0.506
17,4,1.0,0.0,0.909,1.0
18,4,1.0,0.0,0.733,1.0
18,4,1.0,0.0,0.576,1.0
18,4,1.0,0.0,0.364,0.725
18,4,0.7,0.0,0.71,1.0
18,4,1.0,0.0,0.322,0.612
18,4,1.0,0.0,0.871,1.0
19,4,1.0,0.0,0.711,1.0
19,4,0.7,0.0,0.555,0.706
19,4,1.0,0.0,0.356,0.62
19,4,1.0,0.0,0.705,1.0
19,4,0.7,0.0,0.274,0.424
19,4,1.0,0.0,0.853,1.0
20,4,1.0,0.0,0.718,0.782
20,4,0.7,0.0,0.551,0.539
20,4,1.0,0.0,0.363,0.542
20,4,1.0,0.0,0.702,0.829
20,4,1.0,0.0,0.278,0.412
20,4,1.0,0.0,0.882,1.0
21,4,1.0,0.0,0.699,0.818
21,4,1.0,0.6,0.553,1.0
21,4,1.0,0.0,0.37,0.449
21,4,1.0,0.0,0.74,0.725
21,4,1.0,0.0,0.301,0.332
21,4,0.7,0.0,0.848,0.725
22,4,1.0,0.0,0.712,0.751
22,4,1.0,0.0,0.549,0.576
22,4,1.0,0.0,0.368,0.391
22,4,1.0,0.0,0.726,0.738
22,4,1.0,0.0,0.273,0.277
22,4,0.7,0.0,0.894,0.754
23,4,1.0,0.4,0.723,0.658
23,4,0.7,0.0,0.545,0.199
23,4,1.0,0.0,0.367,0.07
23,4,1.0,0.0,0.726,0.141
23,4,1.0,0.0,0.307,0.04
23,4,0.7,0.0,0.895,0.074
0,5,0.7,0.0,0.437,0.065
0,5,1.0,0.0,0.42,0.0
0,5,1.0,0.0,0.351,0.0
0,5,1.0,0.0,0.272,0.005
0,5,0.7,0.0,0.212,0.062
0,5,1.0,0.0,0.268,0.037
1,5,1.0,0.0,0.407,0.081
1,5,0.7,0.0,0.436,0.02
1,5,0.7,0.0,0.319,0.044
1,5,1.0,0.0,0.295,0.085
1,5,1.0,0.0,0.196,0.078
1,5,1.0,0.0,0.281,0.003
2,5,1.0,0.0,0.431,0.125
2,5,0.7,0.0,0.444,0.161
2,5,1.0,0.0,0.343,0.069
2,5,1.0,0.0,0.266,0.008
2,5,1.0,0.0,0.206,0.009
2,5,1.0,0.0,0.25,0.0
3,5,1.0,0.0,0.425,0.101
3,5,0.7,0.0,0.445,0.0
3,5,1.0,0.0,0.326,0.054
3,5,1.0,0.0,0.256,0.047
3,5,0.7,0.0,0.195,0.014
3,5,0.7,0.0,0.252,0.019
4,5,0.7,0.0,0.419,0.002
4,5,1.0,0.0,0.46,0.1
4,5,1.0,0.0,0.323,0.0
4,5,1.0,0.0,0.276,0.074
4,5,1.0,0.0,0.217,0.002
4,5,0.7,0.0,0.249,0.018
5,5,0.7,0.0,0.441,0.115
5,5,1.0,0.0,0.414,0.0
5,5,1.0,0.0,0.315,0.054
5,5,1.0,0.0,0.26,0.012
5,5,0.7,0.0,0.223,0.052
5,5,1.0,0.0,0.263,0.103
6,5,0.7,0.0,0.448,0.522
6,5,0.7,0.0,0.438,0.417
6,5,1.0,0.0,0.329,0.361
6,5,1.0,0.0,0.259,0.381
6,5,1.0,0.0,0.203,0.277
6,5,1.0,0.0,0.285,0.248
7,5,1.0,0.0,0.425,0.713
7,5,1.0,0.0,0.443,0.791
7,5,1.0,0.0,0.316,0.555
7,5,1.0,0.0,0.296,0.422
7,5,1.0,0.0,0.227,0.261
7,5,0.7,0.0,0.275,0.344
8,5,1.0,0.0,0.455,0.787
8,5,0.7,0.0,0.405,0.618
8,5,0.7,0.0,0.311,0.438
8,5,1.0,0.0,0.293,0.493
8,5,1.0,0.0,0.219,0.435
8,5,1.0,0.0,0.283,0.551
9,5,1.0,0.0,0.429,0.545
9,5,1.0,0.0,0.458,0.742
9,5,1.0,0.0,0.331,0.584
9,5,1.0,0.0,0.296,0.44
9,5,1.0,0.3,0.188,0.546
9,5,1.0,0.0,0.257,0.345
10,5,0.7,0.0,0.404,0.405
10,5,1.0,0.0,0.417,0.557
10,5,0.7,0.0,0.303,0.2
10,5,0.7,0.0,0.291,0.286
10,5,1.0,0.0,0.232,0.21
10,5,0.7,0.0,0.255,0.237
11,5,1.0,0.0,0.427,0.593
11,5,1.0,0.0,0.452,0.588
11,5,1.0,0.0,0.312,0.412
11,5,1.0,0.0,0.256,0.368
11,5,1.0,0.0,0.216,0.281
11,5,1.0,0.0,0.229,0.351
12,5,1.0,0.0,0.429,0.466
12,5,0.7,0.0,0.428,0.403
12,5,1.0,0.0,0.287,0.451
12,5,1.0,0.0,0.276,0.452
12,5,0.7,0.0,0.206,0.202
12,5,1.0,0.0,0.254,0.386
13,5,0.7,0.0,0.452,0.428
13,5,1.0,0.0,0.453,0.618
13,5,1.0,0.0,0.328,0.544
13,5,1.0,0.0,0.31,0.44
13,5,0.7,0.0,0.223,0.249
13,5,1.0,0.0,0.254,0.472
14,5,1.0,0.0,0.43,0.529
14,5,0.7,0.0,0.459,0.444
14,5,1.0,0.0,0.341,0.391
14,5,0.7,0.3,0.269,0.609
14,5,1.0,0.0,0.218,0.324
14,5,0.7,0.0,0.311,0.231
15,5,1.0,0.0,0.429,0.539
15,5,1.0,0.0,0.452,0.594
15,5,0.7,0.0,0.291,0.282
15,5,0.7,0.0,0.269,0.221
15,5,0.7,0.0,0.214,0.287
15,5,1.0,0.0,0.264,0.32
16,5,0.7,0.0,0.423,0.358
16,5,0.7,0.0,0.434,0.428
16,5,1.0,0.0,0.323,0.404
16,5,0.7,0.0,0.283,0.207
16,5,1.0,0.0,0.189,0.251
16,5,0.7,0.0,0.25,0.354
17,5,1.0,0.0,0.443,0.693
17,5,1.0,0.0,0.43,0.793
17,5,1.0,0.0,0.337,0.527
17,5,1.0,0.0,0.246,0.491
17,5,1.0,0.0,0.183,0.308
17,5,1.0,0.0,0.266,0.554
18,5,0.7,0.0,0.405,0.627
18,5,1.0,0.0,0.451,0.918
18,5,1.0,0.0,0.302,0.704
18,5,1.0,0.0,0.313,0.533
18,5,1.0,0.0,0.211,0.418
18,5,1.0,0.0,0.257,0.648
19,5,1.0,0.0,0.417,0.678
19,5,1.0,0.0,0.427,0.699
19,5,1.0,0.0,0.33,0.521
19,5,1.0,0.0,0.294,0.516
19,5,1.0,0.0,0.197,0.419
19,5,0.7,0.0,0.265,0.202
20,5,0.7,0.0,0.461,0.406
20,5,1.0,0.0,0.426,0.514
20,5,1.0,0.0,0.339,0.432
20,5,1.0,0.0,0.276,0.347
20,5,0.7,0.0,0.193,0.169
20,5,1.0,0.0,0.226,0.411
21,5,1.0,0.0,0.392,0.327
21,5,1.0,0.0,0.469,0.488
21,5,1.0,0.0,0.327,0.434
21,5,0.7,0.0,0.273,0.231
21,5,1.0,0.0,0.206,0.287
21,5,0.7,0.0,0.254,0.06
22,5,1.0,0.0,0.435,0.632
22,5,1.0,0.3,0.443,0.753
22,5,1.0,0.0,0.345,0.293
22,5,1.0,0.0,0.282,0.333
22,5,0.7,0.0,0.181,0.108
22,5,1.0,0.0,0.258,0.307
23,5,1.0,0.0,0.45,0.055
23,5,1.0,0.4,0.423,0.517
23,5,1.0,0.0,0.313,0.011
23,5,1.0,0.0,0.283,0.06
23,5,0.7,0.0,0.209,0.0
23,5,1.0,0.0,0.244,0.0
0,6,0.7,0.0,0.414,0.017
0,6,1.0,0.0,0.42,0.049
0,6,1.0,0.0,0.35,0.037
0,6,0.7,0.0,0.273,0.096
0,6,1.0,0.0,0.212,0.078
0,6,1.0,0.0,0.264,0.014
1,6,0.7,0.0,0.415,0.067
1,6,1.0,0.0,0.416,0.179
1,6,1.0,0.0,0.324,0.0
1,6,0.7,0.0,0.277,0.032
1,6,0.7,0.0,0.191,0.058
1,6,1.0,0.0,0.254,0.007
2,6,1.0,0.6,0.401,0.536
2,6,0.7,0.0,0.44,0.038
2,6,0.7,0.0,0.341,0.075
2,6,1.0,0.0,0.29,0.153
2,6,1.0,0.0,0.192,0.051
2,6,0.7,0.0,0.297,0.049
3,6,0.7,0.0,0.449,0.036
3,6,0.7,0.0,0.45,0.091
3,6,1.0,0.0,0.334,0.015
3,6,1.0,0.0,0.28,0.097
3,6,1.0,0.0,0.197,0.034
3,6,0.7,0.0,0.258,0.068
4,6,1.0,0.0,0.431,0.021
4,6,1.0,0.0,0.44,0.0
4,6,1.0,0.0,0.345,0.083
4,6,1.0,0.0,0.243,0.117
4,6,0.7,0.0,0.196,0.065
4,6,1.0,0.0,0.246,0.0
5,6,1.0,0.0,0.425,0.044
5,6,1.0,0.0,0.43,0.153
5,6,0.7,0.0,0.303,0.0
5,6,1.0,0.0,0.274,0.06
5,6,1.0,0.0,0.223,0.063
5,6,1.0,0.0,0.261,0.069
6,6,1.0,0.0,0.436,0.546
6,6,0.7,0.0,0.432,0.352
6,6,1.0,0.0,0.335,0.438
6,6,1.0,0.0,0.284,0.463
6,6,1.0,0.0,0.195,0.342
6,6,1.0,0.0,0.263,0.291
7,6,1.0,0.0,0.414,0.712
7,6,1.0,0.0,0.455,0.71
7,6,1.0,0.0,0.338,0.617
7,6,0.7,0.0,0.309,0.245
7,6,0.7,0.0,0.207,0.263
7,6,1.0,0.0,0.259,0.394
8,6,1.0,0.0,0.469,0.927
8,6,0.7,0.0,0.42,0.617
8,6,0.7,0.0,0.314,0.443
8,6,1.0,0.0,0.268,0.563
8,6,0.7,0.0,0.213,0.324
8,6,1.0,0.0,0.255,0.474
9,6,1.0,0.0,0.417,0.558
9,6,1.0,0.0,0.431,0.739
9,6,1.0,0.0,0.318,0.537
9,6,1.0,0.0,0.287,0.491
9,6,1.0,0.0,0.188,0.387
9,6,1.0,0.0,0.302,0.408
10,6,1.0,0.0,0.426,0.559
10,6,0.7,0.0,0.407,0.348
10,6,1.0,0.0,0.321,0.386
10,6,0.7,0.0,0.258,0.322
10,6,0.7,0.0,0.217,0.217
10,6,1.0,0.0,0.259,0.331
11,6,1.0,0.0,0.41,0.482
11,6,0.7,0.0,0.438,0.352
11,6,0.7,0.0,0.333,0.299
11,6,0.7,0.0,0.295,0.211
11,6,0.7,0.0,0.19,0.191
11,6,0.7,0.0,0.287,0.143
12,6,0.7,0.0,0.403,0.411
12,6,0.7,0.0,0.476,0.397
12,6,1.0,0.0,0.349,0.412
12,6,1.0,0.0,0.286,0.457
12,6,1.0,0.0,0.179,0.262
12,6,1.0,0.0,0.246,0.342
13,6,0.7,0.0,0.404,0.423
13,6,1.0,0.0,0.439,0.621
13,6,1.0,0.0,0.348,0.497
13,6,0.7,0.0,0.291,0.227
13,6,0.7,0.0,0.202,0.293
13,6,1.0,0.0,0.261,0.308
14,6,1.0,0.0,0.431,0.535
14,6,0.7,0.0,0.414,0.375
14,6,1.0,0.0,0.359,0.45
14,6,1.0,0.0,0.294,0.35
14,6,1.0,0.0,0.215,0.306
14,6,1.0,0.0,0.258,0.39
15,6,1.0,0.0,0.398,0.525
15,6,0.7,0.3,0.43,0.64
15,6,1.0,0.0,0.319,0.456
15,6,1.0,0.0,0.305,0.366
15,6,1.0,0.0,0.213,0.253
15,6,1.0,0.0,0.283,0.375
16,6,0.7,0.0,0.403,0.391
16,6,1.0,0.6,0.463,1.0
16,6,1.0,0.0,0.297,0.481
16,6,1.0,0.0,0.271,0.389
16,6,1.0,0.0,0.219,0.342
16,6,0.7,0.0,0.258,0.19
17,6,1.0,0.3,0.389,1.0
17,6,1.0,0.0,0.444,0.716
17,6,1.0,0.0,0.304,0.577
17,6,1.0,0.0,0.258,0.519
17,6,1.0,0.0,0.208,0.299
17,6,1.0,0.0,0.251,0.39
18,6,1.0,0.0,0.438,0.898
18,6,1.0,0.0,0.446,0.937
